time,open,high,low,close,tick_volume,spread,real_volume
2008-01-02 00:00:00+00:00,0.9919,0.997,0.986,0.9939,4330,30,0
2008-01-03 00:00:00+00:00,0.9938,0.9965,0.9872,0.9884,5094,30,0
2008-01-04 00:00:00+00:00,0.9889,1.0042,0.9841,1.0026,6629,30,0
2008-01-07 00:00:00+00:00,1.0023,1.0078,0.9968,1.0046,5720,30,0
2008-01-08 00:00:00+00:00,1.005,1.0074,0.9965,1.0042,5578,30,0
2008-01-09 00:00:00+00:00,1.0046,1.012,1.0019,1.0099,5668,30,0
2008-01-10 00:00:00+00:00,1.0101,1.015,1.0052,1.0099,6205,30,0
2008-01-11 00:00:00+00:00,1.0101,1.0219,1.0067,1.0187,6414,30,0
2008-01-14 00:00:00+00:00,1.02,1.0211,1.0147,1.0171,4607,30,0
2008-01-15 00:00:00+00:00,1.017,1.0198,1.0124,1.0187,4841,30,0
2008-01-16 00:00:00+00:00,1.0191,1.0282,1.0153,1.0242,6939,30,0
2008-01-17 00:00:00+00:00,1.0243,1.0307,1.0181,1.0288,6184,30,0
2008-01-18 00:00:00+00:00,1.0286,1.0303,1.0215,1.0271,5377,30,0
2008-01-21 00:00:00+00:00,1.0266,1.0356,1.0262,1.0355,4590,30,0
2008-01-22 00:00:00+00:00,1.0356,1.0378,1.0206,1.0274,9299,30,0
2008-01-23 00:00:00+00:00,1.0273,1.0316,1.0221,1.0237,6759,30,0
2008-01-24 00:00:00+00:00,1.024,1.0255,1.0015,1.0022,10087,30,0
2008-01-25 00:00:00+00:00,1.0028,1.0107,1.0021,1.008,6322,30,0
2008-01-28 00:00:00+00:00,1.0079,1.0118,1.0021,1.0041,4155,30,0
2008-01-29 00:00:00+00:00,1.0038,1.0069,0.9943,0.9982,5758,30,0
2008-01-30 00:00:00+00:00,0.9993,1.0,0.9871,0.9947,6456,30,0
2008-01-31 00:00:00+00:00,0.9948,1.0086,0.9924,1.0023,7056,30,0
2008-02-01 00:00:00+00:00,1.002,1.0035,0.9917,0.9951,6981,30,0
2008-02-04 00:00:00+00:00,0.994,1.0012,0.9921,0.9939,4377,30,0
2008-02-05 00:00:00+00:00,0.994,1.0082,0.9931,1.0076,6066,30,0
2008-02-06 00:00:00+00:00,1.0082,1.0101,1.0006,1.0062,5473,30,0
2008-02-07 00:00:00+00:00,1.0061,1.0126,1.0046,1.0089,5701,30,0
2008-02-08 00:00:00+00:00,1.0094,1.0103,0.9947,0.9989,5951,30,0
2008-02-11 00:00:00+00:00,0.9992,1.0033,0.9956,1.0016,4521,30,0
2008-02-12 00:00:00+00:00,1.0018,1.0042,0.9937,1.0001,5531,30,0
2008-02-13 00:00:00+00:00,1.0,1.0027,0.9964,0.9976,4296,30,0
2008-02-14 00:00:00+00:00,0.9974,1.0015,0.9936,0.9997,4871,30,0
2008-02-15 00:00:00+00:00,0.9998,1.0112,0.9921,1.0066,4749,30,0
2008-02-18 00:00:00+00:00,1.0088,1.0097,1.0048,1.0072,3070,30,0
2008-02-19 00:00:00+00:00,1.0075,1.0175,1.0021,1.0171,5367,30,0
2008-02-20 00:00:00+00:00,1.0176,1.0198,1.0105,1.0123,5390,30,0
2008-02-21 00:00:00+00:00,1.0122,1.0141,1.0065,1.0111,4997,30,0
2008-02-22 00:00:00+00:00,1.0113,1.0166,1.0071,1.0125,4449,30,0
2008-02-25 00:00:00+00:00,1.013,1.013,0.9947,0.9955,3724,30,0
2008-02-26 00:00:00+00:00,0.9962,0.9983,0.9782,0.9805,7349,30,0
2008-02-27 00:00:00+00:00,0.9806,0.9831,0.9758,0.9809,7108,30,0
2008-02-28 00:00:00+00:00,0.9808,0.982,0.9709,0.9759,6016,30,0
2008-02-29 00:00:00+00:00,0.9764,0.9889,0.9752,0.9877,7504,30,0
2008-03-03 00:00:00+00:00,0.9864,0.993,0.9826,0.9888,5817,30,0
2008-03-04 00:00:00+00:00,0.9894,0.9976,0.9852,0.9945,7591,30,0
2008-03-05 00:00:00+00:00,0.9944,0.9953,0.9834,0.9842,5789,30,0
2008-03-06 00:00:00+00:00,0.9843,0.9883,0.9818,0.9851,5649,30,0
2008-03-07 00:00:00+00:00,0.9853,0.9922,0.9742,0.9906,7642,30,0
2008-03-10 00:00:00+00:00,0.9902,0.9981,0.9856,0.9949,5506,30,0
2008-03-11 00:00:00+00:00,0.9955,0.997,0.9892,0.9916,5705,30,0
2008-03-12 00:00:00+00:00,0.9919,0.9935,0.9837,0.99,6209,30,0
2008-03-13 00:00:00+00:00,0.9902,0.9916,0.9797,0.9841,7071,30,0
2008-03-14 00:00:00+00:00,0.9836,0.9964,0.9816,0.9888,6947,30,0
2008-03-17 00:00:00+00:00,0.9865,1.0014,0.986,0.9974,8585,30,0
2008-03-18 00:00:00+00:00,0.9975,0.9982,0.9885,0.9903,8408,30,0
2008-03-19 00:00:00+00:00,0.9904,1.0173,0.9874,1.0116,8019,30,0
2008-03-20 00:00:00+00:00,1.0117,1.0293,1.0115,1.023,6686,30,0
2008-03-21 00:00:00+00:00,1.0229,1.0263,1.0222,1.0233,2806,30,0
2008-03-24 00:00:00+00:00,1.0261,1.0307,1.0156,1.0188,4416,30,0
2008-03-25 00:00:00+00:00,1.019,1.0221,1.0125,1.0175,7072,30,0
2008-03-26 00:00:00+00:00,1.0173,1.0204,1.0094,1.0178,5621,30,0
2008-03-27 00:00:00+00:00,1.0179,1.0232,1.0124,1.0158,6131,30,0
2008-03-28 00:00:00+00:00,1.0157,1.0225,1.0141,1.0224,4838,30,0
2008-03-31 00:00:00+00:00,1.0225,1.0292,1.0191,1.0257,5669,30,0
2008-04-01 00:00:00+00:00,1.0263,1.0326,1.0206,1.0225,7443,30,0
2008-04-02 00:00:00+00:00,1.023,1.0242,1.0129,1.0145,5379,30,0
2008-04-03 00:00:00+00:00,1.0144,1.0166,1.0027,1.0044,6026,30,0
2008-04-04 00:00:00+00:00,1.0043,1.0103,1.0018,1.0084,6206,30,0
2008-04-07 00:00:00+00:00,1.0094,1.0152,1.0038,1.0138,3698,30,0
2008-04-08 00:00:00+00:00,1.0139,1.0173,1.0105,1.0139,4275,30,0
2008-04-09 00:00:00+00:00,1.0137,1.0218,1.0126,1.0185,4763,30,0
2008-04-10 00:00:00+00:00,1.0184,1.0223,1.0154,1.0199,5046,30,0
2008-04-11 00:00:00+00:00,1.0196,1.0247,1.0132,1.0233,4923,30,0
2008-04-14 00:00:00+00:00,1.0268,1.0273,1.0176,1.0183,4802,30,0
2008-04-15 00:00:00+00:00,1.0188,1.0236,1.0164,1.0179,3916,30,0
2008-04-16 00:00:00+00:00,1.0172,1.0185,1.0,1.0004,5894,30,0
2008-04-17 00:00:00+00:00,1.0003,1.0141,0.9987,1.0105,6707,30,0
2008-04-18 00:00:00+00:00,1.0108,1.0144,1.0025,1.004,5659,30,0
2008-04-21 00:00:00+00:00,1.0048,1.0092,0.9997,1.0057,4269,30,0
2008-04-22 00:00:00+00:00,1.0059,1.0153,1.0023,1.0074,5678,30,0
2008-04-23 00:00:00+00:00,1.0073,1.0214,1.0059,1.0169,4601,30,0
2008-04-24 00:00:00+00:00,1.0173,1.0211,1.012,1.0143,5351,30,0
2008-04-25 00:00:00+00:00,1.014,1.0203,1.012,1.0135,5153,30,0
2008-04-28 00:00:00+00:00,1.0129,1.0181,1.0065,1.0135,5200,30,0
2008-04-29 00:00:00+00:00,1.0132,1.0164,1.0108,1.0132,4713,30,0
2008-04-30 00:00:00+00:00,1.0131000000000001,1.0141,1.0036,1.0061,6603,30,0
2008-05-01 00:00:00+00:00,1.0065,1.0235,1.0061,1.0195,6067,30,0
2008-05-02 00:00:00+00:00,1.0194,1.0242,1.0146,1.0193,5404,30,0
